key,lat,lon,plus,fips
Alabama|Tillman's Corner,30.5901929,-88.1708352,862HHRRH+3M,01097
Colorado|Rocky Mountain National Park,40.3509173,-105.9566659,85GP922V+98,08069
Colorado|Silverton,37.811941,-107.6645057,859JR86P+Q5,08111
"Colorado|Snow Mountain Ranch, Colorado",39.992627,-105.9281357,85FPX3VC+3P,08049
"Colorado|Wild Basin, Rocky Mountain National Park",40.2077506,-105.56873,85GP6C5J+4G,08013
"Colorado|Windy Gap, Colorado River, US-40, Colorado",40.1082121,-105.9825573,85GP4258+7X,08049
"Connecticut|Bluff Point State Park, Connecticut",42.0322074,-72.7497023,87J927J2+V4,09003
Connecticut|US-CT-Bridgeport-Pequonnock River - 41.1705x-73.1780,41.1705,-73.178,87H85RCC+6R,09001
Costa Rica|Angostura (Dam),,,,
Costa Rica|Caldera,,,,
"Costa Rica|Canopy tour, Costa Rica",,,,
Costa Rica|Carara National Park,,,,
Costa Rica|Casa Turire,,,,
Costa Rica|Catie (Post Office),,,,
Costa Rica|Cerro de la Muerte,,,,
Costa Rica|Cicciona,,,,
Costa Rica|Costa Rica,,,,
"Costa Rica|Curu, Costa Rica",,,,
Costa Rica|El Tapir,,,,
Costa Rica|El Tigre Marsh,,,,
Costa Rica|Guacilillo Road,,,,
Costa Rica|Guacimo Road,,,,
Costa Rica|Hotel Bougainvillea,,,,
Costa Rica|Japanese Guy's Road,,,,
Costa Rica|La Mina – Platanillo,,,,
Costa Rica|La Quinta,,,,
Costa Rica|La Selva,,,,
Costa Rica|LaPaz Waterfall Garden,,,,
Costa Rica|Orosi/Cartago/Cachi Dam,,,,
Costa Rica|Paraiso Quetzal,,,,
Costa Rica|Playa Azul,,,,
Costa Rica|Puntaleone,,,,
Costa Rica|Rancho Naturalista,,,,
Costa Rica|Rancho Naturalista - Pools,,,,
Costa Rica|Restaurant,,,,
Costa Rica|Rio San Jose,,,,
Costa Rica|Rio Tarcoles Boat Cruise,,,,
Costa Rica|Road to Bijagua,,,,
Costa Rica|Road to Pueblo Nuevo,,,,
"Costa Rica|SJO airport, Costa Rica",,,,
"Costa Rica|San Josecito, Costa Rica",,,,
Costa Rica|Savegre,,,,
Costa Rica|Silent Mountain,,,,
Costa Rica|Tarcoles,,,,
Costa Rica|Tolomuko,,,,
"Costa Rica|Trapp Family Country Inn, San Jose",,,,
Costa Rica|Trogon Lodge – Savegre Valley,,,,
Costa Rica|Turrialba Volcano,,,,
"Croatia|Bana Josipa Jelačića, Vukovar HR-County of Vukovar-Sirmium (45.3422,19.0191)",,,,
"Denmark|Copenhagen, Denmark",,,,
Florida|Biscayne Bay,25.5722,-80.2321,76QXHQC9+V5,12086
Florida|Biscayne NP,25.5722,-80.2321,76QXHQC9+V5,12086
"Florida|Brevard County Hot Spots, Merritt Island, local, camp",28.263933,-80.7214417,76WX777H+HC,12009
Florida|Central Florida Specialties,28.8063892,-81.3218336,76WWRM4H+H7,12117
Florida|Collier regional park,26.2639879,-81.7496913,76RW7772+H4,12021
Florida|Corkscrew Audubon Swamp,26.3743958,-81.6091321,76RW99FR+Q8,12021
Florida|Corkscrew Regional Ecosystem Watershed--Bird Rookery Swamp Trails,26.3743958,-81.6091321,76RW99FR+Q8,12021
Florida|Crystal River,28.902479,-82.5926012,76WVWC24+XX,12017
Florida|Ding Darling NWR,26.4454589,-82.1124171,76RVCVWQ+52,12071
Florida|Everglades,25.8582443,-81.3850695,76QWVJ57+7X,12021
Florida|Everglades Mangrove Swamp tour,25.8582443,-81.3850695,76QWVJ57+7X,12021
Florida|Everglades NP--Gulf Coast Visitor's Center,25.8582443,-81.3850695,76QWVJ57+7X,12021
Florida|FL border to Titusville in RV,28.6122187,-80.8075537,76WXJ56R+VX,12009
Florida|Fort Clinch State Park,30.6966461,-81.4416324,862WMHW5+M8,12089
Florida|Frog Pond WMA--Lucky Hammock,25.4380816,-80.5819702,76QXCCQ9+66,12086
Florida|Green Key park,28.2533355,-82.7501707,76WV763X+8W,12101
Florida|Hatbill Park,28.6059909,-80.9623121,76WXJ24Q+93,12009
Florida|Homestead home rental,25.4687224,-80.4775569,76QXFG9C+FX,12086
Florida|I-75,,,,
Florida|J. N. Ding Darling NWR--McIntyre Creek,26.4454589,-82.1124171,76RVCVWQ+52,12071
Florida|Merritt Island NWR,28.6100373,-80.7154359,76WXJ76M+2R,12009
Florida|Merritt Island NWR--East Gator Creek,28.3180688,-80.6659842,76WX889M+6J,12009
Florida|Naples rental house,26.1420358,-81.7948103,76RW46R4+R3,12021
Florida|North Collier Regional Park--Nature Trail,30.5271604,-87.3587384,862JGJGR+VG,12033
"Florida|Saltgrass Lake Park, St. Petersburg",27.7518284,-82.6267345,76VVQ92F+P8,12103
Florida|Sawgrass Lake Park,27.8411,-82.669931,76VVR8RJ+C2,12103
"Florida|Sawgrass Lake Park, St. Petersburg",27.8411,-82.669931,76VVR8RJ+C2,12103
"Florida|Sawgrass Park, St, Petersburg",27.8411,-82.669931,76VVR8RJ+C2,12103
"Florida|Seasons in the Sun RV Resort, Titusville, FL",28.6639812,-80.8870909,76WXM477+H5,12009
Florida|Seasons of the Sun campground,30.8675049,-87.3208697,862JVM9H+2M,12033
Florida|St. Pete Beach,27.700919,-82.7670745,76VVP62M+95,12103
Florida|Tampa airport,27.9834776,-82.5370781,76VVXFM7+95,12057
Florida|The Heather Golf Club,28.5393201,-82.578125,76WVGCQC+PP,12053
Florida|Three Lakes WMA--Hunter Campground,30.8675049,-87.3208697,862JVM9H+2M,12033
Florida|Tosohatchee wildlife area,28.4570225,-80.9335465,76WXF348+RH,12095
Florida|US-FL-Apopka-2874-2964 Lust Rd - 28.6691x-81.5592,28.6691,-81.5592,76WWMC9R+J8,12095
Florida|US-FL-Astatula-23446 Ranch Rd - 28.6877x-81.7009,28.6877,-81.7009,76WWM7QX+3J,12069
Florida|US-FL-Christmas-28302 E Colonial Dr - 28.4987x-80.9811,28.4987,-80.9811,76WXF2X9+FH,12095
Florida|US-FL-Fernandina Beach-Fort Clinch State Park - 30.7011x-81.4585,30.7011,-81.4585,862WPG2R+CH,12089
Florida|US-FL-Fernandina Beach-Fort Clinch State Park - 30.7013x-81.4583,30.7013,-81.4583,862WPG2R+GM,12089
Florida|US-FL-Homestead-3074 SE 7th Ct - 25.4631x-80.4313,25.4631,-80.4313,76QXFH79+6F,12086
Florida|US-FL-Homestead-Everglades National Park - 25.3270x-80.7967,25.327,-80.7967,76QX86G3+Q8,12086
Florida|US-FL-Jacksonville-Little Talbot Is State Park - 30.4578x-81.4133,30.4578,-81.4133,862WFH5P+4M,12031
Florida|US-FL-Lecanto-903 E Gulf To Lake Hwy - 28.8589x-82.4209,28.8589,-82.4209,76WVVH5H+HJ,12017
Florida|US-FL-Marathon-Long Key State Park - 24.8043x-80.8484,24.8043,-80.8484,76PXR532+PJ,12087
Florida|US-FL-Miami-Everglades National Park - 25.7614x-80.7752,25.7614,-80.7752,76QXQ66F+HW,12086
Florida|US-FL-Naples-6060 Golden Oaks Ln - 26.2603x-81.7300,26.2603,-81.73,76RW7769+4X,12021
Florida|US-FL-Naples-I-75 N - 26.2949x-81.7426,26.2949,-81.7426,76RW77V4+XX,12021
Florida|US-FL-New Port Richey-Green Key Park - 28.2534x-82.7569,28.2534,-82.7569,76WV763V+96,12101
Florida|US-FL-Rockledge-332-400 Barnes Blvd - 28.2944x-80.7069,28.2944,-80.7069,76WX77VV+Q6,12009
Florida|US-FL-Saint Petersburg-Sawgrass Lake Park - 27.8385x-82.6680,27.8385,-82.668,76VVR8QJ+9Q,12103
Florida|US-FL-Weeki Wachee-8983 Lismore Ct - 28.5346x-82.5764,28.5346,-82.5764,76WVGCMF+RC,12053
"Florida|WDW, Florida",28.3665269,-81.5596943,76WW9C8R+J4,12095
Florida|Zellwood and Apopka Lake,28.68419,-81.5367399,76WWMFM7+M8,12095
Georgia|I95,,,,
Georgia|on the road,,,,
Germany|Bad Mergentheim,,,,
Germany|Berlin,,,,
Germany|Eggolfstein,,,,
Germany|Forchheim,,,,
Germany|Freiburg,,,,
Germany|Konstanz,,,,
Germany|Mittenwald,,,,
Germany|Nueremberg,,,,
Germany|Nuermberg,,,,
Germany|Oberdurrbac,,,,
"Germany|On the road, Erfurt",,,,
Germany|Volkach,,,,
Germany|Wuerzburg,,,,
"Hawaii|Big Is. CC, Hawaii",,,,
"Hawaii|Black sand beach, Hawaii",20.7886606,-156.0035712,73G5QXQW+FH,15009
Hawaii|Hawaii Big Is. CC,,,,
Hawaii|Hawaii Kona Coast,19.639994,-155.9969261,73F6J2Q3+X6,15001
"Hawaii|Hawaii, Kona Coast",19.639994,-155.9969261,73F6J2Q3+X6,15001
"Hawaii|Hilton Hawaiian Village, Oahu",21.271415,-157.7730083,73H476CG+HQ,15003
"Hawaii|Hilton Hawaiian Village, Waikiki, Honolulu",21.285002,-157.835698,73H475P7+2P,15003
"Hawaii|Honolulu, Hawaii",21.3069444,-157.8583333,73H4844R+QM,15003
"Hawaii|Kapaa, Kauai",22.0881391,-159.3379818,73J23MQ6+7R,15007
Hawaii|Kauai,21.9661076,-159.5737912,73H2XC8G+CF,15007
"Hawaii|Kauai, Hanalei NWR, Hawaii",22.201164,-159.468026,73J26G2J+FQ,15007
"Hawaii|Kauai, Hawaii",21.9661076,-159.5737912,73H2XC8G+CF,15007
"Hawaii|Kauai, Kilauea Point, Hawaii",22.227729,-159.4013929,73J26HHX+3C,15007
"Hawaii|Kauai, Kilauea, garden, Hawaii",22.217729,-159.4035557,73J26H9W+3H,15007
"Hawaii|Kauai, Kokee, Hawaii",22.0624135,-159.664554,73J2386P+X5,15007
"Hawaii|Kauai, coffee, Hawaii",,,,
"Hawaii|Kauai, condo, lower lawn, Hawaii",,,,
"Hawaii|Kauai, east of Hyatt, Hawaii",,,,
"Hawaii|Kauai, golf course, Hawaii",,,,
"Hawaii|Keahou, Hawaii",19.639994,-155.9969261,73F6J2Q3+X6,15001
Hawaii|Kilauae,22.2119444,-159.4122222,73J26H6Q+Q4,15007
"Hawaii|Kilauea Point, Kauai",22.227729,-159.4013929,73J26HHX+3C,15007
"Hawaii|Kilauea Pt., Kauai",22.227729,-159.4013929,73J26HHX+3C,15007
"Hawaii|Kona Coast, Hawaii",19.639994,-155.9969261,73F6J2Q3+X6,15001
"Hawaii|N. Shore, Oahu",21.5616575,-158.0715983,73H3HW6H+M9,15003
Hawaii|Oahu,21.4389123,-158.0000565,73H3CXQX+HX,15003
"Hawaii|Oahu, Hawaii (N. Shore)",21.5001528,-158.0788833,73H3GW2C+3C,15003
"Hungary|2340 Kiskunlacháza, Kiskunlacháza HU-Pest (47.1954,19.1226)",,,,
"Hungary|2345 Apaj, Apaj HU-Pest (47.1389,19.1009)",,,,
"Hungary|2347 Bugyi, Bugyi HU-Pest (47.1679,19.1722)",,,,
"Hungary|7631 Pécs, Pécs HU-Baranya (46.0605,18.2329)",,,,
Hungary|Antal József Rakpart- Riverbank of Danube--Budapest,,,,
Hungary|Budapest Zoo,,,,
"Hungary|Kiskunsági Nemzeti Park, Kunszentmiklós HU-Bács-Kiskun (47.0505,19.1636)",,,,
Iceland|Iceland,,,,
Iceland|Vik,,,,
Iceland|West Iceland,,,,
"Idaho|Boise, along river, Idaho",45.9019541,-115.7237433,85Q6W72G+QG,16049
"Idaho|I-86, Idaho",,,,
"Idaho|ID-78, Idaho",,,,
"Idaho|Idaho Falls, Idaho",43.4916514,-112.0339645,85M9FXR8+MC,16019
"Idaho|Jerome KOA, Idaho",42.660319,-114.444518,85J7MH64+45,16053
"Idaho|Montpelier, Idaho",42.3221498,-111.2977044,85JC8PC2+VW,16007
Idaho|Moscow,46.7323875,-117.000165,85R4PXJX+XW,16057
"Idaho|US-30, Idaho",,,,
"Idaho|US12, Idaho",46.4210651,-117.0253222,85R4CXCF+CV,16069
Illinois|I-70,,,,
"Illinois|US 50 near Lebanon, Illinois",38.6003446,-89.8314496,86CGJ529+4C,17163
India|Bangalore,,,,
"Iowa|Effigy Mounds, Iowa",43.0888016,-91.1876928,86MC3RQ6+GW,19005
"Iowa|Great River Road, Iowa",,,,
Iowa|IA 44 near Guthrie Center,41.7530909,-94.479976,86H7QG3C+62,19077
"Iowa|Western Historic Trails Center,Council Bluffs, Iowa",41.6624604,-92.0665197,86H9MW6M+X9,19095
Italy|Acone,,,,
Italy|Assissi,,,,
Italy|Bresanone,,,,
"Italy|Como, Itlay",,,,
Italy|IT-Lazio-Fiumicino-Fiumicino Airport - 41.8068x12.2575,41.8068,12.2575,8FHJR744+PX,
Italy|IT-Lazio-Fiumicino-Viale della Pesca 2 - 41.7717x12.2242,41.7717,12.2242,8FHJQ6CF+MM,
Italy|IT-Sicily-Caltanissetta-Contrada Grotta d'Acqua - 37.4218x13.9407,37.4218,13.9407,8F9MCWCR+P7,
Italy|IT-Sicily-Castelvetrano-91022 - 37.5884x12.8340,37.5884,12.834,8F9JHRQM+9J,
Italy|IT-Sicily-Ortigia-Passeggio Aretusa 1-12 - 37.0574x15.2928,37.0574,15.2928,8F9Q374V+X4,
Italy|IT-Sicily-Palermo-Via Aquino 92-100 - 38.0748x13.3065,38.0748,13.3065,8FCM38F4+WH,
Italy|IT-Sicily-Taormina-Via Bagnoli Croci - 37.8504x15.2907,37.8504,15.2907,8F9QV72R+57,
Italy|IT-Sicily-Taormina-Via Luigi Pirandello - 37.8529x15.2945,37.8529,15.2945,8F9QV73V+5Q,
"Italy|Il Sileano, Paestum",,,,
Italy|Isola Bela,,,,
Italy|Lake Como,,,,
Italy|Lake Maggiore,,,,
"Italy|Oasi di Torrile, Torrile",,,,
Italy|Parma,,,,
Italy|Po River,,,,
"Italy|Pro Vobis, Assissi",,,,
"Italy|Quo Vobis, Assissi",,,,
Italy|San Salvino,,,,
"Italy|Settimo Caelis, Sorrento, Itlay",,,,
"Italy|Settimo Coelis, Sorrento",,,,
"Jamaica|JM-Middlesex County-Ocho Rios - 18.4131x-77.0749 - Mar 6, 2017, 8:10 AM",18.4131,-77.0749,77C4CW7G+62,
"Japan|Balestrand, Norway",,,,
"Japan|Imperial Palace, Tokyo",,,,
"Japan|Kansai Airport, Osaka",,,,
Japan|Kyoto River,,,,
"Japan|Nijo Castle, Kyoto",,,,
"Japan|Sanjusangendo, Tokyo",,,,
Japan|Tokyo Prince,,,,
Kansas|Cheyenne Bottoms NWMA,38.4695838,-98.6512471,86C3F89X+RG,20009
"Kansas|I-70,central, Kansas",,,,
Kansas|On the road,39.0018936,-94.6308303,86F72929+QM,20091
Kansas|Quivira NWR,39.0402827,-94.7766281,86F726RF+48,20091
"Kentucky|Cumberland Gap, Kentucky",36.9608631,-84.0748653,868QXW6G+83,21235
Kentucky|Kentucky Horse Park Campground,38.148059,-84.5075658,86CQ4FXR+6X,21067
"Kentucky|Mammoth Cave NP, Kentucky",37.1861597,-86.0999753,869M5WP2+F2,21061
Louisiana|Along Highway 82 and 27 in LA,,,,
Louisiana|Along Interstate 10,,,,
"Louisiana|Audubon Zoo, New Orleans",29.9266094,-90.1318541,76XFWVG9+J7,22071
Louisiana|Louisiana,,,,
Louisiana|Nachitoches,31.7607195,-93.0862749,8638QW67+7F,22069
Louisiana|New Orleans,29.9510658,-90.0715323,76XFXW2H+C9,22071
Louisiana|Peveto Woods,29.7575169,-93.6071335,76X8Q95V+24,22023
Louisiana|Peveto Woods - Baton Rouge Audubon Society Sanctuary,29.7575169,-93.6071335,76X8Q95V+24,22023
"Louisiana|Sabine, NWR",29.9041299,-93.5205641,76X8WF3H+MQ,22023
"Maine|Acadia National Park, Bar Harbor",44.3876119,-68.2039123,87PH9QQW+2C,23009
"Maine|Bar Harbor,",44.3876119,-68.2039123,87PH9QQW+2C,23009
Maine|Camden,44.2097928,-69.0647838,87PG6W5P+W3,23013
Maine|Kittery,43.0881256,-70.736137,87MF37Q7+7G,23031
Maine|Mt Desert Island and vicinity,44.3924341,-68.3021373,87PH9MRX+X4,23009
"Maine|On the road, Bar Harbor to NH,",,,,
"Maryland|Assateague Island SP, Maryland",38.2572426,-75.1647236,87C67R4P+V4,24047
Maryland|Fort McHenry,39.2641151,-76.5798874,87F57C7C+J2,24005
Maryland|Loch Raven Reservoir,39.4539091,-76.5748309,87F5FC3G+H3,24005
"Maryland|Mount Washington, Baltimore",39.3622104,-76.6614853,87F5986Q+VC,24005
"Massachusetts|01505, Boylston US-MA (42.3752,-71.7165)",42.3752,-71.7165,87JC97GM+3C,
"Massachusetts|110 Chace Hill Rd, Lancaster US-MA (42.4292,-71.7132)",,,,
"Massachusetts|111 Worcester St, North Grafton US-MA (42.2213,-71.7007)",42.2213,-71.7007,87JC67CX+GP,
"Massachusetts|170 Maple St., Warren,",42.2095896,-72.199247,87J96R52+R8,25027
"Massachusetts|176 Providence Rd, Grafton US-MA (42.1867,-71.6925)",42.1867,-71.6925,87JC58P5+M2,
"Massachusetts|184 W Main St, West Brookfield US-MA (42.2357,-72.1636)",,,,
"Massachusetts|1–199 Old West Brookfield Rd, Warren US-MA (42.2175,-72.1931)",,,,
"Massachusetts|209 Maple St, Warren US-MA (42.2088,-72.1983)",,,,
"Massachusetts|73–99 Ferry Rd, Northfield US-MA (42.6130,-72.4786)",42.613,-72.4786,87J9JG7C+5H,
"Massachusetts|96 Chace Hill Rd, Lancaster US-MA (42.4291,-71.7127)",,,,
"Massachusetts|96 Chase Hill Rd., Lancaster,",42.4292376,-71.7128211,87JCC7HP+MV,25027
"Massachusetts|Audubon Society Wildlife Sanctuary, Wellfleet",41.9305468,-70.0309753,87HFWXJ9+6J,25001
Massachusetts|Barnstable,41.7003208,-70.3002024,87HFPM2X+4W,25001
Massachusetts|Barre Dam,42.4517565,-72.10119,87J9FV2X+PG,25027
"Massachusetts|Boston Logan International Airport, Boston US-MA (42.3674,-71.0236)",,,,
"Massachusetts|Boston harbor, Boston",42.38579,-70.876022,87JF94PF+8H,25025
"Massachusetts|Bridge Of Flowers",42.604,-72.7427,87J9J734+HW,
"Massachusetts|Brooks Rd., Warren",42.1827175,-72.2246425,87J95QMG+34,25027
"Massachusetts|Brooks St., West Warren,",42.1827175,-72.2246425,87J95QMG+34,25027
"Massachusetts|Chapel St., W. Warren",42.2125423,-72.191185,87J96R75+2G,25027
Massachusetts|Chatham,41.6820897,-69.9597664,87HGM2JR+R3,25001
"Massachusetts|Chesterfield,",42.3917541,-72.8398172,87J995R6+P3,25015
"Massachusetts|Coast Guard Beach, National Seashore, Eastham",41.8299634,-69.9740361,87HGR2HG+X9,25001
"Massachusetts|Copper Lantern Motel, Quaboag River, West Brookfield",42.2353463,-72.1411642,87J96VP5+4G,25027
"Massachusetts|Copper Lantern, West Brookfield",42.2353463,-72.1411642,87J96VP5+4G,25027
"Massachusetts|Dean Park, West Warren,",42.2125423,-72.191185,87J96R75+2G,25027
"Massachusetts|Dean Park/N. St., W. Warren",42.2125423,-72.191185,87J96R75+2G,25027
Massachusetts|Dexter Drumlin,42.448889,-71.687222,87JCC8X7+H4,25027
"Massachusetts|Dexter Drumlin, Lancaster",42.448889,-71.687222,87JCC8X7+H4,25027
Massachusetts|Falmouth,41.5532208,-70.6085886,87HFH93R+7H,25001
"Massachusetts|First Encounter Beach, Eastham",41.8212916,-70.0039941,87HFRXCW+GC,25001
"Massachusetts|First Encounter Beach",41.823,-70.012,87HFRXFQ+65,
"Massachusetts|Fort Hill Trail, Eastham",41.8207279,-69.9605097,87HGR2CQ+7Q,25001
"Massachusetts|Fort Hill, Eastham",41.819,-69.967,87HGR29M+J6,
"Massachusetts|French King Hwy, Gill US-MA (42.5980,-72.4971)",42.598,-72.4971,87J9HGX3+65,
Massachusetts|Hwy 6 near Barnstable,41.7003208,-70.3002024,87HFPM2X+4W,25001
Massachusetts|Lancaster,42.4556452,-71.6731242,87JCF84G+7Q,25027
"Massachusetts|Lancaster,",42.4556452,-71.6731242,87JCF84G+7Q,25027
Massachusetts|Lancster,42.4556452,-71.6731242,87JCF84G+7Q,25027
Massachusetts|Logan Airport,,,,
"Massachusetts|Lucy Stone Park, Warren",42.2125423,-72.191185,87J96R75+2G,25027
"Massachusetts|Lucy Stone Park, Warren,",42.2125423,-72.191185,87J96R75+2G,25027
"Massachusetts|Mandel Hill",42.337,-72.179,87J98RPC+Q9,
"Massachusetts|Maple St.,",,,,
Massachusetts|Mt. Wachusett,42.4891723,-71.8870425,87JCF4Q7+M5,25027
"Massachusetts|N. Street, W. Warren",42.2125423,-72.191185,87J96R75+2G,25027
"Massachusetts|Nauset Beach, Orleans",41.790556,-70.010281,87HFQXRQ+6V,25001
Massachusetts|Normandy Farms Campground,,,,
"Massachusetts|Oakham,",42.3527105,-72.0449783,87J99X34+32,25027
"Massachusetts|Off S. St., W. Warren",42.2125423,-72.191185,87J96R75+2G,25027
Massachusetts|Orleans,41.7898354,-69.9897323,87HGQ2Q6+W4,25001
Massachusetts|Plymouth,41.9584457,-70.6672621,87HFX85M+93,25023
"Massachusetts|Plymouth Harbor, Plymouth",41.964664,-70.6558817,87HFX87V+VJ,25023
"Massachusetts|Plymouth, Plymouth",41.9584457,-70.6672621,87HFX85M+93,25023
Massachusetts|Provincetown,42.0584412,-70.1786425,87JF3R5C+9G,25001
Massachusetts|Quabbin Reservoir,42.4019614,-72.4488118,87J9CH22+QF,25015
"Massachusetts|Quabbin Reservoir, Belchertown",42.2813301,-72.3454801,87J97MJ3+GR,25015
"Massachusetts|Rail Trail, Lancaster",42.4017791,-72.8691671,87J9C42J+P8,25015
"Massachusetts|Reed St, Warren",42.2125423,-72.191185,87J96R75+2G,25027
"Massachusetts|Reed St., Warren",42.2125423,-72.191185,87J96R75+2G,25027
"Massachusetts|Reservoir, Lancaster",42.3743127,-71.7759411,87JC96FF+PJ,25027
"Massachusetts|River Bend Farm",42.0939,-71.6261,87JC39VF+HH,
Massachusetts|Rockport,42.6556505,-70.620363,87JFM94H+7V,25009
"Massachusetts|Rutland State Park, Rutland",42.3610115,-71.99395,87JC9264+CC,25027
"Massachusetts|Saquatucket Harbor",41.666,-70.064,87HFMW8P+9C,
"Massachusetts|Sandy Neck Beach, Barnstable",41.7395673,-70.3873903,87HFPJQ7+R2,25001
"Massachusetts|Skakeet Beach, Orleans/First Encounter, Eastham",41.8299634,-69.9740361,87HGR2HG+X9,25001
"Massachusetts|St. Paul's Cemetery, Warren",42.2125423,-72.191185,87J96R75+2G,25027
Massachusetts|Stage Fort Park,42.6056566,-70.6774439,87JFJ84F+72,25009
Massachusetts|Sunsetview Farm Campground,42.121613,-72.294421,87J94PC4+J6,25013
"Massachusetts|Swan Pond, Dennis",41.6789706,-70.1329288,87HFMVH8+HR,25001
"Massachusetts|Tower Hill Botanic Garden, Boylston",42.3618,-71.7285,87JC976C+PJ,
Massachusetts|Turek's Swamp,,,,
"Massachusetts|Turner's Falls--Unity Park",42.6065,-72.5531,87J9JC4W+HQ,
Massachusetts|US-MA-Boston-Boston Inner Harbor - 42.3596x-71.0464,42.3596,-71.0464,87JC9X53+RC,25025
Massachusetts|US-MA-Clinton-48 S Meadow Rd - 42.4144x-71.7101,42.4144,-71.7101,87JCC77Q+QX,25027
Massachusetts|US-MA-Lancaster-158-204 Chace Hill Rd - 42.4277x-71.7151,42.4277,-71.7151,87JCC7HM+3X,25027
Massachusetts|US-MA-Lancaster-289-291 Seven Bridge Rd - 42.4619x-71.6593,42.4619,-71.6593,87JCF86R+Q7,25027
Massachusetts|US-MA-Lancaster-424-468 Bolton Rd - 42.4455x-71.6586,42.4455,-71.6586,87JCC8WR+6H,25027
Massachusetts|US-MA-Lancaster-81-231 George Hill Rd - 42.4477x-71.6873,42.4477,-71.6873,87JCC8X7+33,25027
Massachusetts|US-MA-Lancaster-96 Chase Hill Rd,42.4292376,-71.7128211,87JCC7HP+MV,25027
Massachusetts|US-MA-New Salem-01355 - 42.4993x-72.3261,42.4993,-72.3261,87J9FMXF+PH,25011
Massachusetts|US-MA-Princeton-133-163 Goodnow Rd - 42.4554x-71.9056,42.4554,-71.9056,87JCF34V+5Q,25027
Massachusetts|US-MA-Sterling-9 Hall Ave - 42.4152x-71.7426,42.4152,-71.7426,87JCC784+3X,25027
Massachusetts|US-MA-Ware-Quabbin Hill Rd - 42.2897x-72.3375,42.2897,-72.3375,87J97MQ6+VX,25015
Massachusetts|US-MA-Warren-24-76 Old West Brookfield Rd,42.2125423,-72.191185,87J96R75+2G,25027
Massachusetts|US-MA-Warren-70 Reed St - 42.2054x-72.2030,42.2054,-72.203,87J96Q4W+5Q,25027
Massachusetts|US-MA-Warren-New Reed St - 42.1811x-72.2374,42.1811,-72.2374,87J95QJ7+C2,25027
Massachusetts|US-MA-Warren-New Reed St - 42.1813x-72.2363,42.1813,-72.2363,87J95QJ7+GF,25027
"Massachusetts|US-MA-West Brookfield - 42.2094x-72.1989 - Jul 8, 2015, 6:12 AM",,,,
Massachusetts|US-MA-West Brookfield-1 Pine Grove Dr,42.2096471,-72.1966223,87J96R53+V9,25027
Massachusetts|W. Warren,42.2125423,-72.191185,87J96R75+2G,25027
"Massachusetts|Wachusets Meadow, Lancaster",42.4556452,-71.6731242,87JCF84G+7Q,25027
Massachusetts|Wachusett Meadow Wildlife Sanctuary,42.4557229,-71.9055527,87JCF34V+7Q,25027
"Massachusetts|Wachusett Meadow Wildlife Sanctuary, Princeton",42.4557229,-71.9055527,87JCF34V+7Q,25027
Massachusetts|Wachusetts Meadow (Audubon),42.4557229,-71.9055527,87JCF34V+7Q,25027
"Massachusetts|Wachusetts Meadow, Princeton",42.4557229,-71.9055527,87JCF34V+7Q,25027
"Massachusetts|Wahusett Reservoir,",42.3920664,-71.7207271,87JC97RH+RP,25027
"Massachusetts|Wachusett Reservoir--Clinton Dam",42.4036,-71.6899,87JCC836+C2,
Massachusetts|Warren,42.2125423,-72.191185,87J96R75+2G,25027
Massachusetts|Warren Meadows,42.2125423,-72.191185,87J96R75+2G,25027
"Massachusetts|Wellfleet Audubon Wildlife Sanctuary, Eastham",41.8299634,-69.9740361,87HGR2HG+X9,25001
"Massachusetts|Wellfleet Bay Wildlife Sanctuary",41.882,-69.997,87HGV2J3+R6,
Massachusetts|West Warren,42.2125423,-72.191185,87J96R75+2G,25027
Massachusetts|Wickaboag Lake,,,,
Mexico|MX-QROO-Cozumel-Avenida Rafael E. Melgar 241 - 20.5092x-86.9517,20.5092,-86.9517,76GMG25X+M8,
Michigan|Highway 28,46.4897639,-87.6427302,86RJF9Q4+WW,26103
Michigan|Pictured Rocks,46.5614384,-86.3213064,86RMHM6H+HF,26003
"Michigan|Pictured Rocks, Michigan",46.5614384,-86.3213064,86RMHM6H+HF,26003
Michigan|Seney NWR,46.288565,-85.946569,86RP73Q3+C9,26153
"Michigan|Seney NWR, Michigan",46.288565,-85.946569,86RP73Q3+C9,26153
Michigan|Upper Peninsula,,,,
"Minnesota|6895 Homestead Rd, Duluth US-MN (47.0094,-91.8474)",,,,
Minnesota|Arthur V. Rohweder Memorial Hwy Wayside,,,,
Minnesota|Birch Lake Dam,,,,
Minnesota|Brighton Beach,,,,
Minnesota|Crow Wing County Minnesota ,,,,
"Minnesota|Duluth, MN  55804, Duluth US-MN (46.9699,-91.8573)",,,,
"Minnesota|Lou’s Feeders, Sax Zim Bog",,,,
Minnesota|Moccasin Mike Rd.,,,,
Minnesota|Richard I Bong Airport,,,,
Minnesota|Sax Zim bog,,,,
Minnesota|Sax-Zim Bog-- Racek Road Sharp-tailed Grouse Lek,,,,
Minnesota|Sax-Zim--Admiral Rd. Feeding Station,,,,
"Minnesota|St. Louis County, Minnesota ",,,,
Minnesota|Two Harbors--woods W of cemetery,,,,
Minnesota|Warren Nelson Memorial Bog,,,,
Mississippi|Along I-10,,,,
Mississippi|Mississippi,,,,
